ProteinID	Annotation	IPR	GO	Superfamily	Transcript	TPM	Expression	Total_Peptide	Unique_Peptide
g4368.t1	Thioredoxin domain-containing protein PLP3B	IPR013766,IPR036249	None	SSF52833	False	None	False	None	None
g4369.t1	Vitamin K epoxide reductase family	IPR012932,IPR042406	GO:0042373,GO:0047057	None	False	None	False	None	None
g4370.t1	NLI interacting factor-like phosphatase/TFIIF-stimulated CTD phosphatase	IPR004274,IPR036412	None	SSF56784	False	None	False	None	None
g4371.t1	Cilia- and flagella-associated protein 57	IPR001680,IPR011047,IPR017986,IPR019775,IPR036322	GO:0005515	SSF50978,SSF50998	False	None	False	None	None
g4372.t1	hypothetical protein	None	None	SSF82199	False	None	False	None	None
g4373.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4374.t1	dolichyl-P-Man:GDP-Man7GlcNAc2-PP-dolichyl alpha-1,6-mannosyltransferase	None	None	None	False	None	False	None	None
g4375.t1	RNA-binding protein, putative	IPR000504,IPR001878,IPR035979	GO:0003676,GO:0008270	SSF54928	False	None	False	None	None
g4376.t1	succinate dehydrogenase subunit	None	None	None	False	None	False	None	None
g4377.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4378.t1	unnamed protein product	None	None	None	False	None	False	None	None
g4379.t1	ICAM-like surface protein	None	None	None	False	None	False	None	None
g4380.t1	Transmembrane adaptor Erv26	IPR007277	GO:0006888,GO:0016021,GO:0097020	None	False	None	False	None	None
g4381.t1	Branched-chain-amino-acid aminotransferase	IPR001544,IPR005786,IPR033939,IPR036038	GO:0003824,GO:0004084,GO:0009081	SSF56752	False	None	False	None	None
g4382.t1	mitochondrial carrier protein , putative	IPR018108,IPR023395	None	SSF103506	False	None	False	None	None
g4383.t1	hypothetical protein	IPR000626,IPR029071	GO:0005515	SSF54236	False	None	False	None	None
g4384.t1	Protein unc-119 homolog B	IPR008015,IPR014756	None	SSF81296	False	None	False	None	None
g4385.t1	AdoMet-dependent rRNA methyltransferase spb1	IPR002877,IPR012920,IPR015507,IPR024576,IPR028589,IPR029063	GO:0001510,GO:0005634,GO:0006364,GO:0008168,GO:0008649,GO:0031167,GO:0032259	SSF53335	False	None	False	None	None
g4386.t1	Small nuclear ribonucleoprotein-associated protein B'	IPR001163,IPR010920	None	SSF50182	False	None	False	None	None
g4387.t1	Dpy-30 motif containing protein, putative	IPR000850,IPR007858,IPR026867,IPR036291	GO:0004017,GO:0004127,GO:0005524,GO:0006139,GO:0019205	SSF51735	False	None	False	None	None
g4388.t1	cdc2-related kinase 9	IPR000719,IPR008271,IPR011009	GO:0004672,GO:0005524,GO:0006468	SSF56112	False	None	False	None	None
g4389.t1	Variant surface glycoprotein	None	None	None	False	None	False	None	None
g4390.t1	Kinetoplast ribosomal PPR-repeat containing protein 21	None	None	None	False	None	False	None	None
g4391.t1	MIZ/SP-RING zinc finger, putative	IPR004181	GO:0008270	None	False	None	False	None	None
g4392.t1	Golgi apparatus membrane protein-like protein ECHIDNA	IPR008564	GO:0016021	None	False	None	False	None	None
g4393.t1	SSU ribosomal protein, mitochondrial, putative	None	None	None	False	None	False	None	None
g4394.t1	endo/exonuclease Mre11, putative	IPR004843,IPR007281,IPR041796	GO:0004519,GO:0005634,GO:0006302,GO:0016787,GO:0030145	SSF56300	False	None	False	None	None
g4395.t1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	None	None	None	False	None	False	None	None
g4396.t1	Trypanothione synthetase	IPR005494,IPR007921,IPR016185,IPR038765	None	SSF52440,SSF54001,SSF56059	False	None	False	None	None
g4397.t1	paraflagellar rod protein	IPR001452,IPR007824,IPR036028	GO:0005515,GO:0005516,GO:0031514	SSF50044	False	None	False	None	None
g4398.t1	kinetoplastid-specific dual specificity phosphatase, putative	IPR000387,IPR020422,IPR029021	GO:0006470,GO:0008138,GO:0016311,GO:0016791	SSF52799	False	None	False	None	None
g4399.t1	GTP-binding protein, putative	IPR004396,IPR006073,IPR012676,IPR013029,IPR027417,IPR031167	GO:0005525	SSF52540,SSF81271	False	None	False	None	None
g4400.t1	NUP-1 protein	None	None	SSF57997	False	None	False	None	None
g4401.t1	Phosphoenolpyruvate carboxykinase (ATP), glycosomal	IPR001272,IPR008210,IPR015994	GO:0004611,GO:0004612,GO:0005524,GO:0006094,GO:0017076	SSF53795,SSF68923	False	None	False	None	None
g4402.t1	NUP-1 protein, putative	None	None	SSF57997	False	None	False	None	None
g4403.t1	unnamed protein product	None	None	None	False	None	False	None	None
g4404.t1	enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative	IPR006108,IPR006176,IPR008927,IPR036291	GO:0006631,GO:0016491,GO:0016616,GO:0070403	SSF48179,SSF51735	False	None	False	None	None
g4405.t1	mitochondrial processing peptidase alpha subunit, putative	IPR007863,IPR011249	GO:0046872	SSF63411	False	None	False	None	None
g4406.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4407.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4408.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4409.t1	Chaperone protein ClpB1	IPR001270,IPR003593,IPR003959,IPR004176,IPR018368,IPR019489,IPR027417,IPR028299,IPR036628,IPR041546	GO:0005524,GO:0016887	SSF52540,SSF81923	False	None	False	None	None
g4410.t1	variant-surface-glycoprotein phospholipase C	IPR000909,IPR017946	GO:0006629,GO:0008081	SSF51695	False	None	False	None	None
g4411.t1	hypothetical protein	IPR001202,IPR036020	GO:0005515	SSF51045	False	None	False	None	None
g4412.t1	mucin-associated surface protein (MASP)	None	None	None	False	None	False	None	None
g4413.t1	Coatomer subunit beta'	IPR001680,IPR006692,IPR016453,IPR017986,IPR020472,IPR036322	GO:0005198,GO:0005515,GO:0006886,GO:0016192,GO:0030117	SSF50978	False	None	False	None	None
g4414.t1	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma	IPR011992,IPR018247,IPR039865	GO:0035303	SSF47473	False	None	False	None	None
g4415.t1	60S ribosomal protein L44	IPR000552,IPR011332	GO:0003735,GO:0005840,GO:0006412	SSF57829	False	None	False	None	None
g4416.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4417.t1	ABC transporter	IPR003439,IPR003593,IPR027417	GO:0005524	SSF52540	False	None	False	None	None
g4418.t1	putative myosin heavy chain	IPR001609,IPR027417	GO:0003774,GO:0005524,GO:0016459	SSF52540	False	None	False	None	None
g4419.t1	mitochondrial ribosomal protein L15	IPR005749,IPR021131,IPR036227	GO:0003735,GO:0006412,GO:0015934	SSF52080	False	None	False	None	None
g4420.t1	adenylate kinase, putative	IPR000850,IPR027417,IPR036193	GO:0004017,GO:0005524,GO:0006139,GO:0019205	SSF52540,SSF57774	False	None	False	None	None
g4421.t1	arginine N-methyltransferase, type I	IPR025799,IPR029063	GO:0016274,GO:0018216	SSF53335	False	None	False	None	None
g4422.t1	2OG-Fe(II) oxygenase superfamily, putative	IPR005123,IPR006620	GO:0005506,GO:0016491,GO:0016705,GO:0031418	None	False	None	False	None	None
g4423.t1	Putative DEAD-box ATP-dependent RNA helicase 51	IPR001650,IPR011545,IPR014001,IPR027417	GO:0003676,GO:0005524	SSF52540	False	None	False	None	None
g4424.t1	arabinose efflux permease family protein	IPR005829,IPR020846,IPR036259	GO:0016021,GO:0022857,GO:0055085	SSF103473	False	None	False	None	None
g4425.t1	Peroxisomal biogenesis factor 6	IPR003593,IPR003959,IPR003960,IPR015415,IPR027417	GO:0005524,GO:0016887	SSF52540	False	None	False	None	None
g4426.t1	Kelch domain-containing protein 4	IPR015915,IPR025183	GO:0005515	SSF117281	False	None	False	None	None
g4427.t1	Major Facilitator Superfamily	IPR011701,IPR036259	GO:0022857,GO:0055085	SSF103473	False	None	False	None	None
g4428.t1	Major Facilitator Superfamily	IPR011701,IPR036259	GO:0022857,GO:0055085	SSF103473	False	None	False	None	None
g4429.t1	Acyl-CoA dehydrogenase family member 10	IPR002575,IPR011009,IPR036412	None	SSF56112,SSF56784	False	None	False	None	None
g4430.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4431.t1	hypothetical protein	IPR029636	GO:0006113,GO:0016021	None	False	None	False	None	None
g4432.t1	hypothetical protein	IPR029636	GO:0006113,GO:0016021	None	False	None	False	None	None
g4433.t1	mitochondrial carrier protein	IPR018108,IPR023395	None	SSF103506	False	None	False	None	None
g4434.t1	mitochondrial carrier protein	IPR018108,IPR023395	None	SSF103506	False	None	False	None	None
g4435.t1	Tricarboxylate transport protein	IPR018108,IPR023395	None	SSF103506	False	None	False	None	None
g4436.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4437.t1	Elongator-like Protein 3a	IPR000182,IPR006638,IPR007197,IPR016181,IPR032432,IPR034687,IPR039661	GO:0003824,GO:0008080,GO:0051536	SSF102114,SSF55729	False	None	False	None	None
g4438.t1	Protein tyrosine phosphatase PRL-1	IPR000387,IPR029021	GO:0016311,GO:0016791	SSF52799	False	None	False	None	None
g4439.t1	leishmanolysin	IPR001577	GO:0004222,GO:0006508,GO:0007155,GO:0016020	SSF55486	False	None	False	None	None
g4440.t1	trans-sialidase, Group I, putative	IPR008377,IPR011040,IPR013320,IPR036278	GO:0004308,GO:0009405	SSF49899,SSF50939	False	None	False	None	None
g4441.t1	syntaxin, putative	IPR000727	None	SSF58038	False	None	False	None	None
g4442.t1	WD domain, G-beta repeat, putative	IPR001680,IPR017986,IPR019775,IPR020472,IPR036322,IPR040066	GO:0005515	SSF50978	False	None	False	None	None
g4443.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4444.t1	LSU ribosomal protein, mitochondrial, putative	None	None	None	False	None	False	None	None
g4445.t1	transmembrane protein, putative	None	None	None	False	None	False	None	None
g4446.t1	cysteine peptidase, Clan CA, family C2, putative	IPR001300,IPR022684,IPR036213,IPR038765	GO:0004198,GO:0006508	SSF49758,SSF52047,SSF54001	False	None	False	None	None
g4447.t1	DNA topoisomerase 1	IPR000380,IPR003601,IPR003602,IPR006171,IPR013497,IPR023405	GO:0003677,GO:0003916,GO:0003917,GO:0006265	SSF56712	False	None	False	None	None
g4448.t1	STE/STE11 serine/threonine-protein kinase, putative	IPR000719,IPR001054,IPR008271,IPR011009,IPR017441,IPR029787	GO:0004672,GO:0005524,GO:0006468,GO:0009190,GO:0035556	SSF55073,SSF56112	False	None	False	None	None
g4449.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4450.t1	CAMK/CAMKL pseudokinase, putative	IPR000719,IPR011009	GO:0004672,GO:0005524,GO:0006468	SSF56112	False	None	False	None	None
g4451.t1	putative leucine-rich repeat protein (LRRP)	IPR001611,IPR006553	GO:0005515	SSF52047	False	None	False	None	None
g4452.t1	hypothetical protein	IPR016024,IPR040000	GO:0003723	SSF48371	False	None	False	None	None
g4453.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4454.t1	CHAT domain containing protein, putative	IPR024983	None	SSF52047	False	None	False	None	None
g4455.t1	hypothetical protein	None	None	SSF52047	False	None	False	None	None
g4456.t1	Major vault protein	IPR002499,IPR021870,IPR039059,IPR040989,IPR041134,IPR041136,IPR041139	None	None	False	None	False	None	None
g4457.t1	hypothetical protein	IPR016024	None	SSF48371	False	None	False	None	None
g4458.t1	Calmodulin	IPR002048,IPR011992,IPR018247	GO:0005509	SSF47473	False	None	False	None	None
g4459.t1	Glutaryl-CoA dehydrogenase, mitochondrial	IPR006091,IPR009075,IPR009100,IPR013786,IPR036250	GO:0016627,GO:0050660	SSF47203,SSF56645	False	None	False	None	None
g4460.t1	actin-like protein	IPR004000,IPR030054,IPR043129	GO:0005634,GO:0006338	SSF53067	False	None	False	None	None
g4461.t1	hexokinase	IPR001312,IPR019807,IPR022672,IPR022673,IPR043129	GO:0001678,GO:0004396,GO:0005524,GO:0005536,GO:0005975,GO:0006096,GO:0016773	SSF53067	False	None	False	None	None
g4462.t1	Pentatricopeptide repeat-containing protein At5g12100, mitochondrial	IPR002885	None	None	False	None	False	None	None
g4463.t1	putative protein kinase	IPR000719,IPR008271,IPR011009,IPR016024,IPR017441	GO:0004672,GO:0005524,GO:0006468	SSF48371,SSF56112	False	None	False	None	None
g4464.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4465.t1	hypothetical protein	IPR030217	None	SSF52058	False	None	False	None	None
g4466.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4467.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4468.t1	U1 small nuclear ribonucleoprotein C, putative	IPR013085,IPR036236	GO:0008270	SSF57667	False	None	False	None	None
g4469.t1	Vacuolar protein sorting-associated protein 51 homolog	IPR014812	None	None	False	None	False	None	None
g4470.t1	mitochondrial processing peptidase alpha subunit, putative	IPR011249,IPR011765	GO:0046872	SSF63411	False	None	False	None	None
g4471.t1	Calcium uniporter regulatory subunit MCUb, mitochondrial	IPR006769,IPR039055	GO:0051560	None	False	None	False	None	None
g4472.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4473.t1	Rtr1/RPAP2 family, putative	IPR007308	None	None	False	None	False	None	None
g4474.t1	Cilia- and flagella-associated protein 20	IPR007714,IPR040441	None	None	False	None	False	None	None
g4475.t1	PD-(D/E)XK nuclease superfamily, putative	None	None	None	False	None	False	None	None
g4476.t1	Peptidase C19, ubiquitin carboxyl-terminal hydrolase, putative	IPR001394,IPR018200,IPR028889,IPR038765	GO:0004843,GO:0006511,GO:0016579	SSF54001	False	None	False	None	None
g4477.t1	PIWI-like protein	IPR003165,IPR012337	GO:0003676	SSF101447,SSF53098	False	None	False	None	None
g4478.t1	NADPH:adrenodoxin oxidoreductase, mitochondrial	IPR021163,IPR023753	GO:0016491	SSF51971	False	None	False	None	None
g4479.t1	Nuclear transport factor 2 (NTF2) domain	IPR002075,IPR018222,IPR032710,IPR039539	None	SSF54427	False	None	False	None	None
g4480.t1	ubiquitin-conjugating enzyme variant Kua homologue	IPR019547	None	None	False	None	False	None	None
g4481.t1	Ubiquitin family, putative	IPR000626,IPR029071,IPR040204	GO:0005515,GO:0008270,GO:0061630	SSF54236	False	None	False	None	None
g4482.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4483.t1	vacuolar protein sorting-associated protein 35, putative	IPR005378,IPR016024	GO:0015031,GO:0030906,GO:0042147	SSF48371	False	None	False	None	None
g4484.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4485.t1	DnaJ homolog subfamily A member 2	IPR001305,IPR001623,IPR002939,IPR008971,IPR012724,IPR018253,IPR036410,IPR036869,IPR044713	GO:0005524,GO:0006457,GO:0009408,GO:0030544,GO:0031072,GO:0051082	SSF46565,SSF49493,SSF57938	False	None	False	None	None
g4486.t1	Thioesterase superfamily	IPR006683,IPR029069	None	SSF54637	False	None	False	None	None
g4487.t1	thioesterase superfamily protein	IPR029069	None	SSF54637	False	None	False	None	None
g4488.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4489.t1	Nucleoporin NUP41	IPR019775,IPR036322	GO:0005515	SSF50978	False	None	False	None	None
g4490.t1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	IPR000089,IPR011053	None	SSF51230	False	None	False	None	None
g4491.t1	Lupus La protein homolog	IPR000504,IPR002344,IPR006630,IPR035979,IPR036390	GO:0003676,GO:0003723,GO:0005634,GO:0006396,GO:1990904	SSF46785,SSF54928	False	None	False	None	None
g4492.t1	Tetratricopeptide repeat, putative	IPR011990,IPR013026,IPR019734	GO:0005515	SSF48452	False	None	False	None	None
g4493.t1	R27-2 protein	None	None	None	False	None	False	None	None
g4494.t1	myosin heavy chain, putative	None	None	None	False	None	False	None	None
g4495.t1	Casein kinase 1-like protein 3	IPR000719,IPR008271,IPR011009	GO:0004672,GO:0005524,GO:0006468	SSF56112	False	None	False	None	None
g4496.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4497.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4498.t1	Polyadenylation mediator complex protein PAMC3, putative	None	None	None	False	None	False	None	None
g4499.t1	RNA helicase, putative	IPR001650,IPR011545,IPR014001,IPR027417	GO:0003676,GO:0005524	SSF52540	False	None	False	None	None
g4500.t1	DNA polymerase IV	IPR001126,IPR017961,IPR036775,IPR043502	GO:0003684,GO:0006281	SSF100879,SSF56672	False	None	False	None	None
g4501.t1	Phosphoglucomutase, cytoplasmic	IPR005841,IPR005843,IPR005844,IPR005845,IPR005846,IPR016055,IPR016066,IPR036900	GO:0000287,GO:0005975,GO:0016868,GO:0071704	SSF53738,SSF55957	False	None	False	None	None
g4502.t1	ATP-binding cassette sub-family E member 1	IPR003439,IPR003593,IPR013283,IPR017871,IPR027417	GO:0005524,GO:0042626	SSF52540	False	None	False	None	None
g4503.t1	dual specificity protein phosphatase	IPR000387,IPR020422,IPR029021	GO:0006470,GO:0008138,GO:0016311,GO:0016791	SSF52799	False	None	False	None	None
g4504.t1	hypothetical protein	IPR032710	None	SSF54427	False	None	False	None	None
g4505.t1	Leucyl/phenylalanyl-tRNA protein transferase, putative	IPR004616	GO:0008914,GO:0030163	None	False	None	False	None	None
g4506.t1	60S ribosomal protein L36-2	IPR000509	GO:0003735,GO:0005840,GO:0006412	None	False	None	False	None	None
g4507.t1	MICOS complex subunit MIC10-1, putative	IPR007512	GO:0005743,GO:0061617	None	False	None	False	None	None
g4508.t1	ATP synthase F(0) complex subunit C1, mitochondrial	IPR000454,IPR002379,IPR020537,IPR035921	GO:0015078,GO:0015986,GO:0033177,GO:0045263,GO:1902600	SSF81333	False	None	False	None	None
g4509.t1	Nucleolar protein 91, putative	None	None	None	False	None	False	None	None
g4510.t1	proteasome regulatory non-ATP-ase subunit 5	IPR000717,IPR035297,IPR036390,IPR040134	None	SSF46785	False	None	False	None	None
g4511.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4512.t1	Ras-related protein Rab-21	IPR001806,IPR005225,IPR027417,IPR041833	GO:0003924,GO:0005525,GO:0032482	SSF52540	False	None	False	None	None
g4513.t1	putative regulator of transcription factor TFIID	IPR007196,IPR024557,IPR032191,IPR032193,IPR040398	GO:0006417,GO:0030015	SSF81995	False	None	False	None	None
g4514.t1	leucyl-tRNA synthetase, putative	IPR009080,IPR014758,IPR015413,IPR033911,IPR041872	GO:0000166,GO:0004812,GO:0004825,GO:0005524,GO:0006418,GO:0006431	SSF47323,SSF52374	False	None	False	None	None
g4515.t1	Temperature dependent protein affecting M2 dsRNA replication, putative	IPR006084,IPR022039,IPR022040,IPR029060	None	SSF88723	False	None	False	None	None
